,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia
343,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
344,Man,30-34,India,Master’s degree,Data Scientist,Academics/Education,50-249 employees
345,Man,55-59,Netherlands,Doctoral degree,Data Scientist,Other,50-249 employees
346,Man,35-39,Brazil,Bachelor’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees"
347,Woman,18-21,India,Bachelor’s degree,Student,,
348,Man,18-21,Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,,
349,Man,18-21,India,Bachelor’s degree,Student,,
350,Man,25-29,India,Master’s degree,Data Scientist,Manufacturing/Fabrication,"1000-9,999 employees"
351,Man,22-24,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
352,Man,30-34,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees"
353,Man,30-34,United States of America,Master’s degree,Data Scientist,Insurance/Risk Assessment,"10,000 or more employees"
354,Man,30-34,Ghana,Master’s degree,Software Engineer,Academics/Education,"1000-9,999 employees"
355,Man,40-44,India,Master’s degree,Data Engineer,Academics/Education,250-999 employees
356,Man,35-39,India,Doctoral degree,Software Engineer,Computers/Technology,0-49 employees
357,Man,25-29,India,Bachelor’s degree,Currently not employed,,
358,Man,22-24,Egypt,Master’s degree,Data Scientist,Academics/Education,50-249 employees
359,Woman,25-29,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,,
360,Man,22-24,Poland,Master’s degree,Business Analyst,Accounting/Finance,50-249 employees
361,Man,55-59,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,,
362,Man,35-39,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,"10,000 or more employees"
363,Man,18-21,Viet Nam,Bachelor’s degree,Student,,
364,Woman,25-29,Egypt,Bachelor’s degree,Other,,
365,Woman,18-21,Other,Master’s degree,Student,,
366,Man,25-29,India,Bachelor’s degree,Other,Medical/Pharmaceutical,0-49 employees
367,Man,25-29,Canada,Bachelor’s degree,Other,Accounting/Finance,250-999 employees
368,Man,35-39,Kenya,Bachelor’s degree,Currently not employed,,
369,Man,18-21,India,Bachelor’s degree,DBA/Database Engineer,Computers/Technology,50-249 employees
370,Man,25-29,Mexico,Master’s degree,Data Scientist,Accounting/Finance,250-999 employees
371,Man,50-54,South Korea,Master’s degree,Program/Project Manager,Computers/Technology,0-49 employees
372,Man,35-39,Nigeria,Bachelor’s degree,DBA/Database Engineer,Academics/Education,50-249 employees
373,Man,45-49,France,Master’s degree,Currently not employed,,
374,Woman,25-29,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,"10,000 or more employees"
375,Man,60-69,India,Master’s degree,Software Engineer,Online Service/Internet-based Services,0-49 employees
376,Man,25-29,Taiwan,Master’s degree,Currently not employed,,
377,Man,60-69,India,Bachelor’s degree,Program/Project Manager,Accounting/Finance,"10,000 or more employees"
378,Man,22-24,Nigeria,Bachelor’s degree,Data Engineer,Accounting/Finance,0-49 employees
379,Man,25-29,Malaysia,Doctoral degree,Data Scientist,Academics/Education,0-49 employees
380,Man,22-24,Taiwan,Master’s degree,Student,,
381,Woman,25-29,Thailand,Bachelor’s degree,Other,Medical/Pharmaceutical,50-249 employees
382,Woman,18-21,Colombia,Some college/university study without earning a bachelor’s degree,Software Engineer,Manufacturing/Fabrication,0-49 employees
383,Man,35-39,Other,Bachelor’s degree,Student,,
384,Man,18-21,India,Bachelor’s degree,Student,,
385,Man,45-49,Japan,Master’s degree,Other,Computers/Technology,250-999 employees
386,Woman,25-29,Spain,Master’s degree,Software Engineer,Accounting/Finance,50-249 employees
387,Prefer not to say,18-21,India,Bachelor’s degree,Student,,
388,Man,40-44,Australia,Master’s degree,Data Engineer,Medical/Pharmaceutical,250-999 employees
389,Man,25-29,Germany,Master’s degree,Student,,
390,Man,50-54,Israel,Master’s degree,Product Manager,Computers/Technology,"1000-9,999 employees"
391,Man,25-29,Brazil,Bachelor’s degree,Data Scientist,Other,50-249 employees
392,Man,35-39,United States of America,Master’s degree,Data Scientist,Accounting/Finance,0-49 employees
393,Woman,50-54,United States of America,Professional doctorate,Data Scientist,Computers/Technology,0-49 employees
394,Man,18-21,Indonesia,Master’s degree,Research Scientist,Energy/Mining,50-249 employees
395,Man,50-54,Spain,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,50-249 employees
396,Man,50-54,United States of America,Bachelor’s degree,Product Manager,Energy/Mining,"10,000 or more employees"
397,Man,18-21,Singapore,Some college/university study without earning a bachelor’s degree,Student,,
398,Man,35-39,Greece,Doctoral degree,Data Scientist,Shipping/Transportation,50-249 employees
399,Man,18-21,India,Bachelor’s degree,Student,,
400,Man,40-44,Ukraine,Master’s degree,Software Engineer,Accounting/Finance,0-49 employees
401,Woman,22-24,Brazil,Master’s degree,Data Scientist,Academics/Education,0-49 employees
402,Woman,35-39,India,Doctoral degree,Research Scientist,Academics/Education,0-49 employees
403,Woman,25-29,India,Master’s degree,Data Scientist,,
404,Man,25-29,Colombia,Bachelor’s degree,Data Analyst,Broadcasting/Communications,"10,000 or more employees"
405,Man,25-29,Russia,Master’s degree,Data Scientist,Energy/Mining,250-999 employees
406,Woman,18-21,United States of America,Master’s degree,Other,Other,0-49 employees
407,Man,40-44,Sweden,Master’s degree,Currently not employed,,
408,Man,30-34,South Korea,Bachelor’s degree,Student,,
409,Woman,55-59,Turkey,Doctoral degree,Statistician,Academics/Education,50-249 employees
410,Man,25-29,Tunisia,Bachelor’s degree,Currently not employed,,
411,Man,22-24,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,Retail/Sales,50-249 employees
412,Man,22-24,India,Bachelor’s degree,Business Analyst,Government/Public Service,"10,000 or more employees"
413,Man,25-29,India,Bachelor’s degree,Data Scientist,Computers/Technology,"10,000 or more employees"
414,Woman,45-49,United States of America,Professional doctorate,Student,,
415,Man,30-34,Russia,Bachelor’s degree,Software Engineer,Accounting/Finance,50-249 employees
416,Man,30-34,Pakistan,Bachelor’s degree,Currently not employed,,
417,Man,30-34,Argentina,Bachelor’s degree,Student,,
418,Man,25-29,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,,
419,Woman,25-29,Turkey,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,0-49 employees
420,Man,22-24,India,Bachelor’s degree,Data Scientist,,
421,Prefer not to say,40-44,India,Bachelor’s degree,Software Engineer,Online Service/Internet-based Services,0-49 employees
422,Man,35-39,United Arab Emirates,Bachelor’s degree,Data Engineer,,
423,Man,25-29,Other,Master’s degree,Data Scientist,Other,0-49 employees
424,Man,45-49,Saudi Arabia,Bachelor’s degree,Other,Computers/Technology,"10,000 or more employees"
425,Woman,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
426,Woman,35-39,Egypt,Doctoral degree,Research Scientist,Other,"1000-9,999 employees"
427,Man,18-21,Nigeria,Bachelor’s degree,Student,,
428,Man,40-44,Turkey,Master’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees"
429,Woman,30-34,United States of America,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,0-49 employees
430,Woman,30-34,Italy,Bachelor’s degree,Business Analyst,Accounting/Finance,0-49 employees
431,Man,18-21,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees
432,Man,35-39,Mexico,Master’s degree,Statistician,Insurance/Risk Assessment,"10,000 or more employees"
433,Man,25-29,India,Master’s degree,Data Scientist,Computers/Technology,"10,000 or more employees"
434,Man,22-24,India,Bachelor’s degree,Student,,
435,Man,30-34,Indonesia,Master’s degree,Data Analyst,Academics/Education,50-249 employees
436,Man,22-24,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees"
437,Man,22-24,Spain,Some college/university study without earning a bachelor’s degree,Other,Academics/Education,0-49 employees
438,Man,22-24,China,Master’s degree,Student,,
439,Man,22-24,Sri Lanka,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,0-49 employees
440,Man,18-21,India,Bachelor’s degree,Student,,
441,Man,18-21,Brazil,Bachelor’s degree,Data Scientist,,
442,Man,18-21,Indonesia,Bachelor’s degree,Machine Learning Engineer,Academics/Education,250-999 employees
443,Man,30-34,India,Doctoral degree,Research Scientist,Academics/Education,250-999 employees
444,Man,25-29,Indonesia,Doctoral degree,Statistician,Academics/Education,0-49 employees
445,Man,30-34,United States of America,Bachelor’s degree,Program/Project Manager,Online Service/Internet-based Services,"1000-9,999 employees"
446,Man,22-24,India,Master’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees"
447,Woman,35-39,India,Master’s degree,Software Engineer,Broadcasting/Communications,"1000-9,999 employees"
448,Prefer to self-describe,22-24,United States of America,Some college/university study without earning a bachelor’s degree,Student,,
449,Man,18-21,Nigeria,Bachelor’s degree,Currently not employed,,
450,Man,30-34,Nigeria,Master’s degree,Data Scientist,Retail/Sales,0-49 employees
451,Man,40-44,India,Master’s degree,Data Scientist,Computers/Technology,250-999 employees
452,Man,30-34,United States of America,Bachelor’s degree,Program/Project Manager,Accounting/Finance,0-49 employees
453,Man,25-29,United States of America,Master’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees"
454,Man,22-24,India,Master’s degree,Currently not employed,,
455,Man,18-21,Japan,Bachelor’s degree,Program/Project Manager,Non-profit/Service,0-49 employees
456,Man,35-39,United States of America,Master’s degree,Data Analyst,Computers/Technology,50-249 employees
457,Man,22-24,India,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
458,Man,30-34,Other,Professional doctorate,Research Scientist,Academics/Education,250-999 employees
459,Man,22-24,China,Master’s degree,Student,,
460,Woman,30-34,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,50-249 employees
461,Man,18-21,China,Master’s degree,Business Analyst,Academics/Education,0-49 employees
462,Man,30-34,India,Bachelor’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
463,Man,40-44,Turkey,I prefer not to answer,Student,,
464,Man,25-29,Pakistan,Master’s degree,Student,,
465,Man,50-54,Japan,I prefer not to answer,Other,Manufacturing/Fabrication,50-249 employees
466,Woman,25-29,India,Master’s degree,Data Analyst,Retail/Sales,50-249 employees
467,Man,25-29,Austria,Master’s degree,Data Scientist,Energy/Mining,"10,000 or more employees"
468,Man,25-29,Nepal,Master’s degree,Software Engineer,Academics/Education,250-999 employees
469,Man,18-21,Peru,Master’s degree,Student,,
470,Man,30-34,Viet Nam,Bachelor’s degree,Software Engineer,,
471,Man,45-49,India,Professional doctorate,Data Scientist,Computers/Technology,"10,000 or more employees"
472,Man,35-39,Turkey,Master’s degree,Other,Retail/Sales,"1000-9,999 employees"
473,Man,30-34,United States of America,Doctoral degree,Student,,
474,Man,45-49,India,Doctoral degree,Other,Academics/Education,50-249 employees
475,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"1000-9,999 employees"
476,Woman,22-24,India,Bachelor’s degree,Data Analyst,Other,"10,000 or more employees"
477,Man,35-39,India,Bachelor’s degree,Currently not employed,,
478,Woman,22-24,India,Bachelor’s degree,Student,,
479,Woman,25-29,Japan,Master’s degree,Other,Manufacturing/Fabrication,250-999 employees
480,Man,35-39,South Korea,Bachelor’s degree,Software Engineer,Online Business/Internet-based Sales,0-49 employees
481,Woman,50-54,United States of America,Doctoral degree,Data Scientist,Academics/Education,50-249 employees
482,Man,18-21,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,,
483,Man,25-29,Nigeria,Master’s degree,Statistician,Academics/Education,0-49 employees
484,Man,22-24,United States of America,Bachelor’s degree,Student,,
485,Prefer not to say,35-39,United States of America,Master’s degree,Student,,
486,Man,35-39,Ghana,Professional doctorate,Program/Project Manager,Medical/Pharmaceutical,50-249 employees
487,Man,30-34,United States of America,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,"10,000 or more employees"
488,Man,45-49,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,Broadcasting/Communications,"10,000 or more employees"
489,Man,40-44,Tunisia,Master’s degree,Student,,
490,Man,45-49,South Korea,Master’s degree,Currently not employed,,
491,Man,22-24,India,Bachelor’s degree,Currently not employed,,
492,Woman,18-21,India,Bachelor’s degree,Student,,
493,Man,25-29,Uganda,Bachelor’s degree,Currently not employed,,
494,Woman,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees
495,Man,35-39,Brazil,Doctoral degree,Other,Academics/Education,"1000-9,999 employees"
496,Man,22-24,Russia,Master’s degree,Machine Learning Engineer,Academics/Education,250-999 employees
497,Man,55-59,Sweden,Doctoral degree,Program/Project Manager,Energy/Mining,0-49 employees
498,Man,22-24,India,Bachelor’s degree,Other,Computers/Technology,"10,000 or more employees"
499,Man,22-24,Indonesia,No formal education past high school,Student,,
500,Man,30-34,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,Academics/Education,"10,000 or more employees"
501,Man,18-21,China,Bachelor’s degree,Student,,
502,Man,25-29,India,Master’s degree,Student,,
503,Woman,30-34,Italy,Master’s degree,Software Engineer,Computers/Technology,50-249 employees
504,Man,60-69,United States of America,Bachelor’s degree,Other,Accounting/Finance,"10,000 or more employees"
505,Man,45-49,South Korea,Doctoral degree,Product Manager,Other,"10,000 or more employees"
506,Man,25-29,United States of America,Doctoral degree,Research Scientist,Academics/Education,"10,000 or more employees"
